Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HGT
124,LaPhonso Ellis\ellisla01,SF,31,MIA,66,14,1684,4,9.7,0.418,0.8,2.7,0.306,3.2,7,0.46,1.1,1.8,0.631,2.3,3.8,6.1,1.2,0.6,0.8,1.6,4.2,10,2.03
125,Evan Eschmeyer\eschmev01,C,26,DAL,31,6,299,2.5,6,0.42,0,0,,2.5,6,0.42,2.4,4,0.606,4.2,7.6,11.8,1.1,1.2,1.1,1.9,7.2,7.5,2.11
126,Maurice Evans\evansma01,SG,23,MIN,10,0,45,7.2,15.2,0.474,0,2.4,0,7.2,12.8,0.563,2.4,3.2,0.75,2.4,0.8,3.2,3.2,0,0,1.6,7.2,16.8,1.96
127,Patrick Ewing*\ewingpa01,C,39,ORL,65,4,901,5.9,13.3,0.444,0,0,0,5.9,13.3,0.446,3.8,5.4,0.701,2.4,8.1,10.5,1.4,0.9,1.8,2.6,5.2,15.6,2.13
128,Danny Ferry\ferryda01,SF,35,SAS,50,2,799,3.4,8,0.429,1.9,4.5,0.434,1.5,3.5,0.423,1.5,1.6,0.944,0.7,3.4,4.1,2.2,0.7,0.4,1,3.2,10.3,2.08
129,Michael Finley\finlemi01,SF,28,DAL,69,69,2754,7.4,16.1,0.463,1,2.9,0.339,6.4,13.1,0.491,2.7,3.3,0.837,1.2,3.5,4.7,3,0.8,0.3,1.5,1.9,18.6,2.01
130,Derek Fisher\fishede01,PG,27,LAL,70,35,1974,5,12.1,0.411,2.6,6.4,0.413,2.4,5.8,0.41,1.7,2,0.847,0.3,2.4,2.7,3.3,1.2,0.2,1.1,2.2,14.3,1.85
131,Marcus Fizer\fizerma01,PF,23,CHI,76,20,1963,6.8,15.6,0.438,0.1,0.8,0.171,6.7,14.8,0.451,3.5,5.2,0.668,2.3,5.5,7.8,2.2,0.9,0.4,2.4,3.4,17.2,2.06
132,Isaac Fontaine\fontais01,SG,26,MEM,6,0,75,1.4,6.7,0.214,0.5,2.4,0.2,1,4.3,0.222,1.9,2.9,0.667,0,2.4,2.4,1.9,0,0,1.9,2.9,5.3,1.93
133,Alton Ford\fordal02,PF,20,PHO,53,0,452,4.9,9.4,0.517,0,0,,4.9,9.4,0.517,3.3,4.5,0.737,2.5,6,8.5,0.6,0.5,0.6,2.5,7.9,13.1,2.06
134,Joseph Forte\fortejo01,SG,20,BOS,8,0,39,0.9,11.1,0.083,0,2.8,0,0.9,8.3,0.111,3.7,3.7,1,0.9,4.6,5.5,5.5,1.8,0,2.8,0.9,5.5,1.93
135,Danny Fortson\fortsda01,PF,25,GSW,77,76,2216,5,11.7,0.428,0,0.1,0.25,5,11.7,0.429,4,5,0.795,4.7,9.9,14.6,2.1,0.7,0.3,2.6,4.1,14,2.01
136,Greg Foster\fostegr01,PF,33,MIL,6,0,24,3,13.5,0.222,0,6,0,3,7.5,0.4,4.5,6,0.75,0,12,12,1.5,0,0,0,6,10.5,2.11
137,Jeff Foster\fosteje01,C,25,IND,82,48,1786,3.6,7.9,0.449,0,0.3,0.133,3.5,7.6,0.462,2.2,3.7,0.61,4.2,7.1,11.2,1.4,1.4,0.8,1.6,4.7,9.4,2.11
138,Antonis Fotsis\fotsian01,PF,20,MEM,28,1,320,4.7,11.7,0.404,0.8,2.6,0.304,3.9,9.1,0.432,1.9,2.3,0.85,2.8,4.2,7,1.1,1,1.2,2.4,2.5,12.2,2.08
139,Tremaine Fowlkes\fowlktr01,SF,25,LAC,22,17,343,2.6,6.7,0.391,0,0,,2.6,6.7,0.391,2.5,3.3,0.774,3.4,3.4,6.7,1.8,1.2,0.1,1.4,4.1,7.8,2.03
140,Rick Fox\foxri01,SF,32,LAL,82,82,2289,4,9.5,0.421,1,3.3,0.313,3,6.2,0.479,1.1,1.3,0.824,1.4,4.7,6.1,4.5,1.1,0.3,2.1,3.8,10.1,2.01
141,Adonal Foyle\foylead01,C,26,GSW,79,36,1485,4.1,9.3,0.444,0,0,,4.1,9.3,0.444,0.9,2.3,0.398,3.6,5.7,9.3,1,0.9,4.1,1.8,4.3,9.2,2.08
142,Steve Francis\francst01,PG,24,HOU,57,56,2343,6.5,15.5,0.417,1,3.2,0.324,5.4,12.2,0.442,5,6.5,0.773,1.6,4.6,6.2,5.6,1.1,0.4,3.4,2.6,19,1.9
143,Lawrence Funderburke\fundela01,PF,31,SAC,56,1,722,5.7,12.2,0.469,0,0.1,0,5.7,12.1,0.475,1.7,2.8,0.607,3.8,6.1,9.9,1.6,0.5,0.9,1.6,3.2,13.2,2.06
144,Kevin Garnett*\garneke01,PF,25,MIN,81,81,3175,7.5,15.9,0.47,0.4,1.3,0.319,7.1,14.6,0.484,4.1,5.1,0.801,2.8,8.4,11.1,4.8,1.1,1.4,2.6,2.1,19.4,2.11
145,Dean Garrett\garrede01,C,35,TOT,34,0,183,3.5,10.8,0.327,0,0,,3.5,10.8,0.327,0,0.6,0,3.1,8.1,11.2,1,1.4,2,2,6.3,7.1,2.08
146,Pat Garrity\garripa01,PF,25,ORL,80,43,2406,4.9,11.5,0.426,2.5,5.9,0.427,2.4,5.6,0.426,0.9,1.1,0.836,1.2,3.9,5.1,1.5,0.9,0.4,1,3.4,13.2,2.06
147,Pau Gasol\gasolpa01,PF,21,MEM,82,79,3007,6.6,12.7,0.518,0,0.1,0.2,6.6,12.7,0.519,4,5.7,0.709,2.8,5.9,8.7,2.7,0.5,2,2.7,2.3,17.3,2.13
148,Chris Gatling\gatlich01,PF,34,MIA,54,1,809,5.8,13,0.447,0,0.4,0.125,5.8,12.7,0.456,3.6,5.2,0.701,3.2,6,9.2,1.1,0.8,0.5,2.6,4.9,15.4,2.08
149,Matt Geiger\geigema01,C,32,PHI,4,0,36,1,8,0.125,0,0,,1,8,0.125,1,2,0.5,3,3,6,0,0,2,2,2,3,2.13
150,Devean George\georgde01,SF,24,LAL,82,1,1759,4.4,10.7,0.411,1.4,3.6,0.371,3,7.1,0.432,1.7,2.6,0.675,1.6,4.6,6.2,2.3,1.5,0.9,1.4,3.9,11.9,2.03
151,Eddie Gill\gilled01,PG,23,MEM,23,5,384,3.7,8.6,0.424,0.7,2.1,0.318,3,6.6,0.457,2.9,3.7,0.795,0.7,2,2.6,4.6,1,0.3,3.2,3.6,10.9,1.83
152,Kendall Gill\gillke01,SG,33,MIA,65,49,1410,4.1,10.8,0.384,0.2,1.1,0.136,4,9.7,0.413,1.1,1.6,0.677,0.7,4,4.7,2.6,1.1,0.2,1.4,3.6,9.5,1.96
153,Dion Glover\glovedi01,SG,23,ATL,55,25,1156,6,14.2,0.421,0.9,2.8,0.33,5,11.4,0.444,2.4,3.2,0.757,1.1,4.1,5.3,2.6,1.4,0.4,2.4,2.8,15.3,1.96
154,Steve Goodrich\goodrst01,SF,25,NJN,9,0,50,1.4,7.2,0.2,0,0,,1.4,7.2,0.2,0.7,1.4,0.5,0.7,2.9,3.6,3.6,0.7,1.4,2.2,7.2,3.6,2.08
155,Brian Grant\grantbr01,PF,29,MIA,72,72,2256,4.6,9.7,0.469,0,0,0,4.6,9.7,0.47,1.6,1.9,0.849,2.7,6.5,9.2,2.2,0.8,0.5,1.9,3.8,10.7,2.06
